,Text_Final,tokens,label,Pos,Neg
1314,suka banget somebymi awal coba kacau parah coba awal kering banget kelupas banyak jerawat merah langsung tenang adem tidak kering favorit banget wangi suka tenang banget gampang serap banget padahal eksfoliasi tapi tidak semkain kering cinta,"['suka', 'banget', 'somebymi', 'awal', 'coba', 'kacau', 'parah', 'coba', 'awal', 'kering', 'banget', 'kelupas', 'banyak', 'jerawat', 'merah', 'langsung', 'tenang', 'adem', 'tidak', 'kering', 'favorit', 'banget', 'wangi', 'suka', 'tenang', 'banget', 'gampang', 'serap', 'banget', 'padahal', 'eksfoliasi', 'tapi', 'tidak', 'semkain', 'kering', 'cinta']",1,1,0
1315,awal produk pengaruh banget jerawat kurang bekas pudar tapi tidak cepat kelam tidak efek jerawat akhir henti pemakaianya nungu jerawat reda jerawat henti produk,"['awal', 'produk', 'pengaruh', 'banget', 'jerawat', 'kurang', 'bekas', 'pudar', 'tapi', 'tidak', 'cepat', 'kelam', 'tidak', 'efek', 'jerawat', 'akhir', 'henti', 'pemakaianya', 'nungu', 'jerawat', 'reda', 'jerawat', 'henti', 'produk']",0,0,1
1316,jerawat parah kusam bagus cocok jerawat cepat kering komedo komedo ikut angkat senang banget serum lebih efek,"['jerawat', 'parah', 'kusam', 'bagus', 'cocok', 'jerawat', 'cepat', 'kering', 'komedo', 'komedo', 'ikut', 'angkat', 'senang', 'banget', 'serum', 'lebih', 'efek']",1,1,0
1317,produk makan kurang cocok iritasi merah breakout banyak jerawat muncul tekstur cair cepat serap kusam akhir bekas,"['produk', 'makan', 'kurang', 'cocok', 'iritasi', 'merah', 'breakout', 'banyak', 'jerawat', 'muncul', 'tekstur', 'cair', 'cepat', 'serap', 'kusam', 'akhir', 'bekas']",0,0,1
1318,coba rangkai jerawat tidak sembuh benar benar ampuh rangkai pakai bantu serum kerja lebih optimal,"['coba', 'rangkai', 'jerawat', 'tidak', 'sembuh', 'benar', 'benar', 'ampuh', 'rangkai', 'pakai', 'bantu', 'serum', 'kerja', 'lebih', 'optimal']",1,1,0
1319,banget coba padahal populer lama aman dasar kacau takut takut encer banget wangi tre rasa hidrasi tidak kering persentasi tidak overated tidak semiracle eksfoliasi tidak saran pie pudar hampir tidak meski lebih habis persentasi tidak repurchase tapi coba bisa awal persentasi tinggi kualitas tidak parfum alkohol aman eksfoliasi ringan,"['banget', 'coba', 'padahal', 'populer', 'lama', 'aman', 'dasar', 'kacau', 'takut', 'takut', 'encer', 'banget', 'wangi', 'tre', 'rasa', 'hidrasi', 'tidak', 'kering', 'persentasi', 'tidak', 'overated', 'tidak', 'semiracle', 'eksfoliasi', 'tidak', 'saran', 'pie', 'pudar', 'hampir', 'tidak', 'meski', 'lebih', 'habis', 'persentasi', 'tidak', 'repurchase', 'tapi', 'coba', 'bisa', 'awal', 'persentasi', 'tinggi', 'kualitas', 'tidak', 'parfum', 'alkohol', 'aman', 'eksfoliasi', 'ringan']",0,0,1
1320,purging tapi cepat banget hilang seminguan komedo lumayan kurang bau lumayan kuat tapi tidak tergangu segar banget bau tidak asa lengket semingu dimingu semingu,"['purging', 'tapi', 'cepat', 'banget', 'hilang', 'seminguan', 'komedo', 'lumayan', 'kurang', 'bau', 'lumayan', 'kuat', 'tapi', 'tidak', 'tergangu', 'segar', 'banget', 'bau', 'tidak', 'asa', 'lengket', 'semingu', 'dimingu', 'semingu']",1,1,0
1321,kurang lebih mingu tidak cocok gabung serum vitamin padahal bagus banget komedo sebum kurang banget sociola,"['kurang', 'lebih', 'mingu', 'tidak', 'cocok', 'gabung', 'serum', 'vitamin', 'padahal', 'bagus', 'banget', 'komedo', 'sebum', 'kurang', 'banget', 'sociola']",1,1,0
1322,coba aroma segar banget suka tapi muncul jerawat lumayan besar purging jerawat hilang muncul habis muncul jerawat besar banget sedih cocok belum cocok,"['coba', 'aroma', 'segar', 'banget', 'suka', 'tapi', 'muncul', 'jerawat', 'lumayan', 'besar', 'purging', 'jerawat', 'hilang', 'muncul', 'habis', 'muncul', 'jerawat', 'besar', 'banget', 'sedih', 'cocok', 'belum', 'cocok']",0,0,1
1323,jarang bau kurang aplikasi lebih segar kandung angkat mati lebih cerah tidak masalah,"['jarang', 'bau', 'kurang', 'aplikasi', 'lebih', 'segar', 'kandung', 'angkat', 'mati', 'lebih', 'cerah', 'tidak', 'masalah']",1,1,0
1324,awal coba coba bagus bagus coba bagus banget banget jerawat bruntus bagus merah suka,"['awal', 'coba', 'coba', 'bagus', 'bagus', 'coba', 'bagus', 'banget', 'banget', 'jerawat', 'bruntus', 'bagus', 'merah', 'suka']",1,1,0
1325,tidak sunscren tidak halus banget kusam bruntus mana hempas repurchase tapi rasa tidak bruntus tidak habis benar benar angkat kotor pungung coklat kapas tidak efek tingling tapi suka banget,"['tidak', 'sunscren', 'tidak', 'halus', 'banget', 'kusam', 'bruntus', 'mana', 'hempas', 'repurchase', 'tapi', 'rasa', 'tidak', 'bruntus', 'tidak', 'habis', 'benar', 'benar', 'angkat', 'kotor', 'pungung', 'coklat', 'kapas', 'tidak', 'efek', 'tingling', 'tapi', 'suka', 'banget']",1,1,0
1326,benar produk bagus kecil pori pori sedikit mengecilkanya hilang bekas jerawat pudar kurang suka aplikasi sedikit cekit perih tapi tidak panjang tidak coba coba,"['benar', 'produk', 'bagus', 'kecil', 'pori', 'pori', 'sedikit', 'mengecilkanya', 'hilang', 'bekas', 'jerawat', 'pudar', 'kurang', 'suka', 'aplikasi', 'sedikit', 'cekit', 'perih', 'tapi', 'tidak', 'panjang', 'tidak', 'coba', 'coba']",0,0,1
1327,jujur bagus jelek bisa kering bruntus tapi jerawat tidak tapi produk suka timbul komedo putih jerawat tapi kecil banget bisa pecah benar bingung kerja bagus tidak repurchase tapi butuh eksfoliasi,"['jujur', 'bagus', 'jelek', 'bisa', 'kering', 'bruntus', 'tapi', 'jerawat', 'tidak', 'tapi', 'produk', 'suka', 'timbul', 'komedo', 'putih', 'jerawat', 'tapi', 'kecil', 'banget', 'bisa', 'pecah', 'benar', 'bingung', 'kerja', 'bagus', 'tidak', 'repurchase', 'tapi', 'butuh', 'eksfoliasi']",0,0,1
1328,tidak breakout parah produk tidak breakout bruntus tapi benar benar breakout parah banget awal padahal rata cocok bagus kandung tidak cocok sensitif,"['tidak', 'breakout', 'parah', 'produk', 'tidak', 'breakout', 'bruntus', 'tapi', 'benar', 'benar', 'breakout', 'parah', 'banget', 'awal', 'padahal', 'rata', 'cocok', 'bagus', 'kandung', 'tidak', 'cocok', 'sensitif']",0,0,1
1329,populer produk andal banget dasar malas bosan uji coba breakout tapi tidak parah banget tapi mingu langsung lebih bagus,"['populer', 'produk', 'andal', 'banget', 'dasar', 'malas', 'bosan', 'uji', 'coba', 'breakout', 'tapi', 'tidak', 'parah', 'banget', 'tapi', 'mingu', 'langsung', 'lebih', 'bagus']",1,1,0
1330,produk tidak liat pengaruh meski tidak efek bruntus tapi tidak efek mulus bau tidak tidak suka tidak repurchase,"['produk', 'tidak', 'liat', 'pengaruh', 'meski', 'tidak', 'efek', 'bruntus', 'tapi', 'tidak', 'efek', 'mulus', 'bau', 'tidak', 'tidak', 'suka', 'tidak', 'repurchase']",0,0,1
1331,rajin banget tidak iklanya bersih biasa biasa tidak bagus bersih benar bersih beda bersih,"['rajin', 'banget', 'tidak', 'iklanya', 'bersih', 'biasa', 'biasa', 'tidak', 'bagus', 'bersih', 'benar', 'bersih', 'beda', 'bersih']",1,1,0
1332,salah produk eksfoliasi favorit bekas jerawat semkain cepat pudar bantu jerawat semkain cepat kering awet banget bisa hampir tidak kering tarik tidak tunda hidrasi hati hati banyak palsu,"['salah', 'produk', 'eksfoliasi', 'favorit', 'bekas', 'jerawat', 'semkain', 'cepat', 'pudar', 'bantu', 'jerawat', 'semkain', 'cepat', 'kering', 'awet', 'banget', 'bisa', 'hampir', 'tidak', 'kering', 'tarik', 'tidak', 'tunda', 'hidrasi', 'hati', 'hati', 'banyak', 'palsu']",1,1,0
1333,masalah jerawat banget breakout awal awat bisa hilang jerawat tidak lembut kandung coba somebymi cukup bagus masalah jerawat awal coba jerawat kurang banget tingal bekas jerawat jerawat tidak cepat kempes jerawat kurang istirahat hilang bekas jerawat tidak ampuh tapi juang jerawat coba tidak aman iritasi segar,"['masalah', 'jerawat', 'banget', 'breakout', 'awal', 'awat', 'bisa', 'hilang', 'jerawat', 'tidak', 'lembut', 'kandung', 'coba', 'somebymi', 'cukup', 'bagus', 'masalah', 'jerawat', 'awal', 'coba', 'jerawat', 'kurang', 'banget', 'tingal', 'bekas', 'jerawat', 'jerawat', 'tidak', 'cepat', 'kempes', 'jerawat', 'kurang', 'istirahat', 'hilang', 'bekas', 'jerawat', 'tidak', 'ampuh', 'tapi', 'juang', 'jerawat', 'coba', 'tidak', 'aman', 'iritasi', 'segar']",1,1,0
1334,banyak coba cocok tidak cocok efek panjang lebih sensitif tidak produk populer cocok kadang penasaran produk tapi takut coba langsung banget efek perih panas asa gatal,"['banyak', 'coba', 'cocok', 'tidak', 'cocok', 'efek', 'panjang', 'lebih', 'sensitif', 'tidak', 'produk', 'populer', 'cocok', 'kadang', 'penasaran', 'produk', 'tapi', 'takut', 'coba', 'langsung', 'banget', 'efek', 'perih', 'panas', 'asa', 'gatal']",0,0,1
1335,holygrail jerawat eksfoliasi benar enak cocok gampang jerawat jerawat sering kompres langsung kempes,"['holygrail', 'jerawat', 'eksfoliasi', 'benar', 'enak', 'cocok', 'gampang', 'jerawat', 'jerawat', 'sering', 'kompres', 'langsung', 'kempes']",1,1,0
1336,eksfoliasi baik mending breakout parah tapi saran jangan lebih pemakaianya kering sensitif bisa semingu gosok kapas jangan kencang bisa hilang bruntus sedikit sedikit pudar bekas cerah,"['eksfoliasi', 'baik', 'mending', 'breakout', 'parah', 'tapi', 'saran', 'jangan', 'lebih', 'pemakaianya', 'kering', 'sensitif', 'bisa', 'semingu', 'gosok', 'kapas', 'jangan', 'kencang', 'bisa', 'hilang', 'bruntus', 'sedikit', 'sedikit', 'pudar', 'bekas', 'cerah']",1,1,0
1337,rekomendasi banget tapi marak banget palsu malas kadang bingung eksfoliasi tidak lembut gentle tidak kering peduli langsung lama bisa tung jerawat bagus bersih pori hidung kagum habis habis tapi belum,"['rekomendasi', 'banget', 'tapi', 'marak', 'banget', 'palsu', 'malas', 'kadang', 'bingung', 'eksfoliasi', 'tidak', 'lembut', 'gentle', 'tidak', 'kering', 'peduli', 'langsung', 'lama', 'bisa', 'tung', 'jerawat', 'bagus', 'bersih', 'pori', 'hidung', 'kagum', 'habis', 'habis', 'tapi', 'belum']",1,1,0
1338,bagus eksfoliasi tapi kurang pengaruh kurang kuat tapi bagus tapi sembuh jerawat tidak tidak efek,"['bagus', 'eksfoliasi', 'tapi', 'kurang', 'pengaruh', 'kurang', 'kuat', 'tapi', 'bagus', 'tapi', 'sembuh', 'jerawat', 'tidak', 'tidak', 'efek']",0,0,1
1339,sering sayang bagus banyak tidak bisa produk bisa shope palsu produk sial banyak hitam palsu palsu blackhead,"['sering', 'sayang', 'bagus', 'banyak', 'tidak', 'bisa', 'produk', 'bisa', 'shope', 'palsu', 'produk', 'sial', 'banyak', 'hitam', 'palsu', 'palsu', 'blackhead']",1,1,0
1340,bagus eksfoliasi cocok banget tuang kapas langsung keras bau gangu tuang langsung tidak tapi eksfoliasi bisa tapi tidak rutin boleh tidak bagus tapi lumayan banget eksfoliasi,"['bagus', 'eksfoliasi', 'cocok', 'banget', 'tuang', 'kapas', 'langsung', 'keras', 'bau', 'gangu', 'tuang', 'langsung', 'tidak', 'tapi', 'eksfoliasi', 'bisa', 'tapi', 'tidak', 'rutin', 'boleh', 'tidak', 'bagus', 'tapi', 'lumayan', 'banget', 'eksfoliasi']",1,1,0
1341,tidak holygrail banyak tapi hati banyak palsu repurchase bagus rendah cinta produk awal,"['tidak', 'holygrail', 'banyak', 'tapi', 'hati', 'banyak', 'palsu', 'repurchase', 'bagus', 'rendah', 'cinta', 'produk', 'awal']",1,1,0
1342,holygrail gila benar ajaib awal coba betul jerawat besar muncul jerawat tidak hilang kempes biasa bruntus jarang banget bruntus jerawat muncul hormon tapi jerawat bruntus cepat banget hilang tidak bekas asli ben tekstur geting beter halus plump eksfoliasi super gentle tidak rasa tingling pedih merah aplikasi tidak masalah hilang bekas jerawat cerah tidak signifikan selesai masalah bruntus jerawat bagus banget parah,"['holygrail', 'gila', 'benar', 'ajaib', 'awal', 'coba', 'betul', 'jerawat', 'besar', 'muncul', 'jerawat', 'tidak', 'hilang', 'kempes', 'biasa', 'bruntus', 'jarang', 'banget', 'bruntus', 'jerawat', 'muncul', 'hormon', 'tapi', 'jerawat', 'bruntus', 'cepat', 'banget', 'hilang', 'tidak', 'bekas', 'asli', 'ben', 'tekstur', 'geting', 'beter', 'halus', 'plump', 'eksfoliasi', 'super', 'gentle', 'tidak', 'rasa', 'tingling', 'pedih', 'merah', 'aplikasi', 'tidak', 'masalah', 'hilang', 'bekas', 'jerawat', 'cerah', 'tidak', 'signifikan', 'selesai', 'masalah', 'bruntus', 'jerawat', 'bagus', 'banget', 'parah']",1,1,0
1343,somebymi salah eksfoliasi lama kerja kisar semingu tapi tidak masalah akhir rasa lebih bersih cerah kurang suka wangi tidak lebih suka tapi rekomendasi eksfoliasi,"['somebymi', 'salah', 'eksfoliasi', 'lama', 'kerja', 'kisar', 'semingu', 'tapi', 'tidak', 'masalah', 'akhir', 'rasa', 'lebih', 'bersih', 'cerah', 'kurang', 'suka', 'wangi', 'tidak', 'lebih', 'suka', 'tapi', 'rekomendasi', 'eksfoliasi']",1,1,0
1344,awal eksfoliasi produk awal coba eksfoliasi sangat gentle jerawat semkain banyak tapi efek eksfoliasi bawah banyak masalah eksfoliasi bantu lebih cepat jerawat paksa akhir habis jauh lebih baik jerawat sangat jarang muncul komedo tidak sedikit tidak bruntus milia tidak hilang tangan perlahan kempes eksfoliasi rangkai peduli rutin wajib produk bukan jelek tapi dosis tingi bukan tapi serum eksfoliasi rekomendasi eksfoliasi eksfoliasi sangat gentle sedikit saran eksfoliasi bisa mengunakan hidrasi eksfoliasi,"['awal', 'eksfoliasi', 'produk', 'awal', 'coba', 'eksfoliasi', 'sangat', 'gentle', 'jerawat', 'semkain', 'banyak', 'tapi', 'efek', 'eksfoliasi', 'bawah', 'banyak', 'masalah', 'eksfoliasi', 'bantu', 'lebih', 'cepat', 'jerawat', 'paksa', 'akhir', 'habis', 'jauh', 'lebih', 'baik', 'jerawat', 'sangat', 'jarang', 'muncul', 'komedo', 'tidak', 'sedikit', 'tidak', 'bruntus', 'milia', 'tidak', 'hilang', 'tangan', 'perlahan', 'kempes', 'eksfoliasi', 'rangkai', 'peduli', 'rutin', 'wajib', 'produk', 'bukan', 'jelek', 'tapi', 'dosis', 'tingi', 'bukan', 'tapi', 'serum', 'eksfoliasi', 'rekomendasi', 'eksfoliasi', 'eksfoliasi', 'sangat', 'gentle', 'sedikit', 'saran', 'eksfoliasi', 'bisa', 'mengunakan', 'hidrasi', 'eksfoliasi']",1,1,0
1345,bareng benar takut kandung aktif lumayan banyak sensitif akhir coba panas tidak baik signifikan tidak repurchase,"['bareng', 'benar', 'takut', 'kandung', 'aktif', 'lumayan', 'banyak', 'sensitif', 'akhir', 'coba', 'panas', 'tidak', 'baik', 'signifikan', 'tidak', 'repurchase']",0,0,1
1346,eksfoliasi awal banget proses kerja cukup lama lebih kandung super cukup sensitif frekuensi mingu jerawat jarang timbul lebih halus bersih harga jangkau tapi tapi hati original banyak palsu rekomendasi awal coba eksfoliasi,"['eksfoliasi', 'awal', 'banget', 'proses', 'kerja', 'cukup', 'lama', 'lebih', 'kandung', 'super', 'cukup', 'sensitif', 'frekuensi', 'mingu', 'jerawat', 'jarang', 'timbul', 'lebih', 'halus', 'bersih', 'harga', 'jangkau', 'tapi', 'tapi', 'hati', 'original', 'banyak', 'palsu', 'rekomendasi', 'awal', 'coba', 'eksfoliasi']",1,1,0
1347,eksfoliasi eksfoliasi coba tidak repurchase tidak realy diference,"['eksfoliasi', 'eksfoliasi', 'coba', 'tidak', 'repurchase', 'tidak', 'realy', 'diference']",1,1,0
1348,tidak hasil tapi jerawat liat kurang tidak sedikit muncul padahal langanan banget jerawat suka aroma awet banget bisa,"['tidak', 'hasil', 'tapi', 'jerawat', 'liat', 'kurang', 'tidak', 'sedikit', 'muncul', 'padahal', 'langanan', 'banget', 'jerawat', 'suka', 'aroma', 'awet', 'banget', 'bisa']",1,1,0
1349,tidak kadaluarsa jarang awal angkat komedo bersih pori tapi semkain tidak reaksi kurang jerawat,"['tidak', 'kadaluarsa', 'jarang', 'awal', 'angkat', 'komedo', 'bersih', 'pori', 'tapi', 'semkain', 'tidak', 'reaksi', 'kurang', 'jerawat']",1,1,0
1350,favorit hampir habis banget pori pori tidak liat lembap nutrisi bagus banget sangat rekomendasi produk,"['favorit', 'hampir', 'habis', 'banget', 'pori', 'pori', 'tidak', 'liat', 'lembap', 'nutrisi', 'bagus', 'banget', 'sangat', 'rekomendasi', 'produk']",1,1,0
1351,konsistensi cair asa perih tidak cocok merah cepat resap tidak minyak aroma herbal banget mengangu harga jangkau banget tidak cocok,"['konsistensi', 'cair', 'asa', 'perih', 'tidak', 'cocok', 'merah', 'cepat', 'resap', 'tidak', 'minyak', 'aroma', 'herbal', 'banget', 'mengangu', 'harga', 'jangkau', 'banget', 'tidak', 'cocok']",0,0,1
1352,bekas tangal bisa pasti original jual jerawat hempas tidak pakai bersih konsentrasi smoth tapi bruntus parah cepat kering bisa,"['bekas', 'tangal', 'bisa', 'pasti', 'original', 'jual', 'jerawat', 'hempas', 'tidak', 'pakai', 'bersih', 'konsentrasi', 'smoth', 'tapi', 'bruntus', 'parah', 'cepat', 'kering', 'bisa']",1,1,0
1353,jujur kadang bolong belum bisa rutin tapi overal cukup bantu lembap efek cukup serum cepat resap lebih lebih langsung kapas,"['jujur', 'kadang', 'bolong', 'belum', 'bisa', 'rutin', 'tapi', 'overal', 'cukup', 'bantu', 'lembap', 'efek', 'cukup', 'serum', 'cepat', 'resap', 'lebih', 'lebih', 'langsung', 'kapas']",1,1,0
1354,cocok produk betul jerawat prone produk bisa bantu jerawat parah jerawat cepat kering tidak lengket cepat serap gabung serum bisa jerawat muncul bagus,"['cocok', 'produk', 'betul', 'jerawat', 'prone', 'produk', 'bisa', 'bantu', 'jerawat', 'parah', 'jerawat', 'cepat', 'kering', 'tidak', 'lengket', 'cepat', 'serap', 'gabung', 'serum', 'bisa', 'jerawat', 'muncul', 'bagus']",1,1,0
1355,coba eksfoliasi langsung kejut banget komedo bruntus langsung hempas semingu tapi lama kelam kebal tidak asa efek,"['coba', 'eksfoliasi', 'langsung', 'kejut', 'banget', 'komedo', 'bruntus', 'langsung', 'hempas', 'semingu', 'tapi', 'lama', 'kelam', 'kebal', 'tidak', 'asa', 'efek']",1,1,0
1356,racun tekstur produk cair tidak warna wangi aplikasi tidak rasa cekit panas biasa kapas efek eksfoliasi semkain kerja hasil biasa komedo putih liat banyak walaupun rutin pakai,"['racun', 'tekstur', 'produk', 'cair', 'tidak', 'warna', 'wangi', 'aplikasi', 'tidak', 'rasa', 'cekit', 'panas', 'biasa', 'kapas', 'efek', 'eksfoliasi', 'semkain', 'kerja', 'hasil', 'biasa', 'komedo', 'putih', 'liat', 'banyak', 'walaupun', 'rutin', 'pakai']",0,0,1
1357,eksfoliasi benar ampuh masalah komedo benar kurang produksi sebum kandung bagus banget komedo lebih samar lebih bersih mati benar angkat,"['eksfoliasi', 'benar', 'ampuh', 'masalah', 'komedo', 'benar', 'kurang', 'produksi', 'sebum', 'kandung', 'bagus', 'banget', 'komedo', 'lebih', 'samar', 'lebih', 'bersih', 'mati', 'benar', 'angkat']",1,1,0
1358,awal iseng coba tapi bagus cocok banget tekstur ringan banget gampang banget resap wangi wangi,"['awal', 'iseng', 'coba', 'tapi', 'bagus', 'cocok', 'banget', 'tekstur', 'ringan', 'banget', 'gampang', 'banget', 'resap', 'wangi', 'wangi']",1,1,0
1359,eksfoliasi awal coba racun cantik tapi breakout parah awal purging mingu buka baik makin parah trauma,"['eksfoliasi', 'awal', 'coba', 'racun', 'cantik', 'tapi', 'breakout', 'parah', 'awal', 'purging', 'mingu', 'buka', 'baik', 'makin', 'parah', 'trauma']",0,0,1
1360,iseng coba bagus jerawat matang kempes tidak bekas tapi minyak akhir muncul bruntus padahal bagus banget hasil bersih bagus,"['iseng', 'coba', 'bagus', 'jerawat', 'matang', 'kempes', 'tidak', 'bekas', 'tapi', 'minyak', 'akhir', 'muncul', 'bruntus', 'padahal', 'bagus', 'banget', 'hasil', 'bersih', 'bagus']",0,0,1
1361,kecintan jerawat akhir cocok ketemu cepat banget resap tidak lengket cepat kering jerawat bruntus kurang kilang minyak repurchase,"['kecintan', 'jerawat', 'akhir', 'cocok', 'ketemu', 'cepat', 'banget', 'resap', 'tidak', 'lengket', 'cepat', 'kering', 'jerawat', 'bruntus', 'kurang', 'kilang', 'minyak', 'repurchase']",1,1,0
1362,tidak kerja tidak efek jamanya tapi belum hasil walaupun tidak purging tapi benar tidak tidak hasil kandung ringan,"['tidak', 'kerja', 'tidak', 'efek', 'jamanya', 'tapi', 'belum', 'hasil', 'walaupun', 'tidak', 'purging', 'tapi', 'benar', 'tidak', 'tidak', 'hasil', 'kandung', 'ringan']",0,0,1
1363,bantu banget tidak bingung minyak kusam tidak jerawat tapi cocok banget harga jangkau banget,"['bantu', 'banget', 'tidak', 'bingung', 'minyak', 'kusam', 'tidak', 'jerawat', 'tapi', 'cocok', 'banget', 'harga', 'jangkau', 'banget']",1,1,0
1364,eksfoliasi awal boming bagus banget bruntus hilang bau enak tenang tenang lama mingu bruntus pudar suka banget produk,"['eksfoliasi', 'awal', 'boming', 'bagus', 'banget', 'bruntus', 'hilang', 'bau', 'enak', 'tenang', 'tenang', 'lama', 'mingu', 'bruntus', 'pudar', 'suka', 'banget', 'produk']",1,1,0
1365,bantu banget tenang jerawat walaupun tidak tidak suka bau tekstur cair sensasi bukan bantu angkat kotor tidak cukup bagus,"['bantu', 'banget', 'tenang', 'jerawat', 'walaupun', 'tidak', 'tidak', 'suka', 'bau', 'tekstur', 'cair', 'sensasi', 'bukan', 'bantu', 'angkat', 'kotor', 'tidak', 'cukup', 'bagus']",1,1,0
1366,eksfoliasi repurchase bagus banget angkat mati asa kering tidak cekit pengaruh bruntus bekas jerawat jerawat suka,"['eksfoliasi', 'repurchase', 'bagus', 'banget', 'angkat', 'mati', 'asa', 'kering', 'tidak', 'cekit', 'pengaruh', 'bruntus', 'bekas', 'jerawat', 'jerawat', 'suka']",1,1,0
1367,suka banget tahun bisa banget kempes jerawat kering kandung sedikit kering layak eksfoliasi tapi lembut sedikit suka banget produk,"['suka', 'banget', 'tahun', 'bisa', 'banget', 'kempes', 'jerawat', 'kering', 'kandung', 'sedikit', 'kering', 'layak', 'eksfoliasi', 'tapi', 'lembut', 'sedikit', 'suka', 'banget', 'produk']",1,1,0
1368,cinta bagus harga lumayan jangkau kemas suka kokoh simpel warna gelap tekstur aroma segar obat promag tapi tidak bisa angkat kotor mati tertingal meski double bersih meski eksfoliasi tapi tidak kering rasa lembap tapi hidrasi kandung tidak efek tingling lumayan bantu sembuh jerawat semingu wil repurchase,"['cinta', 'bagus', 'harga', 'lumayan', 'jangkau', 'kemas', 'suka', 'kokoh', 'simpel', 'warna', 'gelap', 'tekstur', 'aroma', 'segar', 'obat', 'promag', 'tapi', 'tidak', 'bisa', 'angkat', 'kotor', 'mati', 'tertingal', 'meski', 'double', 'bersih', 'meski', 'eksfoliasi', 'tapi', 'tidak', 'kering', 'rasa', 'lembap', 'tapi', 'hidrasi', 'kandung', 'tidak', 'efek', 'tingling', 'lumayan', 'bantu', 'sembuh', 'jerawat', 'semingu', 'wil', 'repurchase']",1,1,0
1369,jujur tidak cocok tidak tidak liat efek suka eksfoliasi lumayan bersih mati banyak tidak cocok salah tapi untung tidak hilang jerawat tapi efek tidak liat benar mahal lebih murah bisa bersih mati ling coba ling tidak hasil mati banyak banget tapi mati tidak sedikit benar sedikit banget bantu,"['jujur', 'tidak', 'cocok', 'tidak', 'tidak', 'liat', 'efek', 'suka', 'eksfoliasi', 'lumayan', 'bersih', 'mati', 'banyak', 'tidak', 'cocok', 'salah', 'tapi', 'untung', 'tidak', 'hilang', 'jerawat', 'tapi', 'efek', 'tidak', 'liat', 'benar', 'mahal', 'lebih', 'murah', 'bisa', 'bersih', 'mati', 'ling', 'coba', 'ling', 'tidak', 'hasil', 'mati', 'banyak', 'banget', 'tapi', 'mati', 'tidak', 'sedikit', 'benar', 'sedikit', 'banget', 'bantu']",1,1,0
1370,banyak kurang cocok produk tapi cocok repurchase dampak rasa benar segar bersih mati angkat folow,"['banyak', 'kurang', 'cocok', 'produk', 'tapi', 'cocok', 'repurchase', 'dampak', 'rasa', 'benar', 'segar', 'bersih', 'mati', 'angkat', 'folow']",1,1,0
1371,eksfoliasi awal breakout serum tapi semingu takut tekstur cair panas pakai tapi,"['eksfoliasi', 'awal', 'breakout', 'serum', 'tapi', 'semingu', 'takut', 'tekstur', 'cair', 'panas', 'pakai', 'tapi']",0,0,1
1372,bagus banget suka banget rekomendasi banget bagus lebih lembap cepat serap gila parah banget suka banget cocok,"['bagus', 'banget', 'suka', 'banget', 'rekomendasi', 'banget', 'bagus', 'lebih', 'lembap', 'cepat', 'serap', 'gila', 'parah', 'banget', 'suka', 'banget', 'cocok']",1,1,0
1373,bagus jerawat ampuh banget bisa cerah kering gampang banget kering ampuh banget kempes jerawat pemakianya kapas,"['bagus', 'jerawat', 'ampuh', 'banget', 'bisa', 'cerah', 'kering', 'gampang', 'banget', 'kering', 'ampuh', 'banget', 'kempes', 'jerawat', 'pemakianya', 'kapas']",1,1,0
1374,cinta banget produk banget produk bruntus tumbuh jerawat langsung kempes hilang mulus cerah,"['cinta', 'banget', 'produk', 'banget', 'produk', 'bruntus', 'tumbuh', 'jerawat', 'langsung', 'kempes', 'hilang', 'mulus', 'cerah']",1,1,0
1375,sebab penasaran jadi wangi tekstur cair gampang serap efek tidak tidak rutin tidak efek purging breakout,"['sebab', 'penasaran', 'jadi', 'wangi', 'tekstur', 'cair', 'gampang', 'serap', 'efek', 'tidak', 'tidak', 'rutin', 'tidak', 'efek', 'purging', 'breakout']",0,0,1
1376,bekas minguan klaim jerawat keluh salah tidak kandung tambah jerawat kandung kurang cocok padahal banyak banget produk bagus bagus tapi bukan bekas lebih original lengkap harga bisa shope,"['bekas', 'minguan', 'klaim', 'jerawat', 'keluh', 'salah', 'tidak', 'kandung', 'tambah', 'jerawat', 'kandung', 'kurang', 'cocok', 'padahal', 'banyak', 'banget', 'produk', 'bagus', 'bagus', 'tapi', 'bukan', 'bekas', 'lebih', 'original', 'lengkap', 'harga', 'bisa', 'shope']",0,0,1
1377,parah bagus banget eksfoliasi baik kaget benar bagus langsong bersih banget komedo putih angkat banget jujur kaget kasar komedo langsung halus banget angkat mati cerah sinar tekstur wangi ringan gamengangu kaget angkat komedo putih kapas langsung ringan kasar tidak kasar banyak komedo putih tapi halus repurchase,"['parah', 'bagus', 'banget', 'eksfoliasi', 'baik', 'kaget', 'benar', 'bagus', 'langsong', 'bersih', 'banget', 'komedo', 'putih', 'angkat', 'banget', 'jujur', 'kaget', 'kasar', 'komedo', 'langsung', 'halus', 'banget', 'angkat', 'mati', 'cerah', 'sinar', 'tekstur', 'wangi', 'ringan', 'gamengangu', 'kaget', 'angkat', 'komedo', 'putih', 'kapas', 'langsung', 'ringan', 'kasar', 'tidak', 'kasar', 'banyak', 'komedo', 'putih', 'tapi', 'halus', 'repurchase']",1,1,0
